"year","age","gender","race","region","income","union","dem","educ"
"year2000",38,"male","white","W","upper 1/3","yes",1,"College"
"year2000",37,"female","white","W","middle 1/3","yes",0,"College"
"year2000",34,"male","white","W","upper 1/3","yes",0,"College"
"year2000",23,"female","white","NC","lower 1/3","no",0,"College"
"year2000",52,"male","white","NC","upper 1/3","no",0,"College"
"year2000",45,"male","black","NC","upper 1/3","no",0,"College"
"year2000",26,"male","white","S","lower 1/3","no",1,"College"
"year2000",32,"female","black","NC","lower 1/3","yes",1,"College"
"year2000",52,"female","white","W","upper 1/3","yes",0,"College"
"year2000",26,"female","other","S","middle 1/3","no",1,"College"
"year2000",59,"female","white","S","upper 1/3","no",0,"College"
"year2000",23,"male","white","S","lower 1/3","no",0,"College"
"year2000",54,"female","white","S","lower 1/3","no",0,"College"
"year2000",35,"male","white","W","lower 1/3","no",0,"HS or less"
"year2000",35,"male","white","W","upper 1/3","yes",1,"College"
"year2000",25,"female","white","S","middle 1/3","no",1,"College"
"year2000",72,"female","white","NC","lower 1/3","no",0,"College"
"year2000",53,"male","white","NC","middle 1/3","no",1,"College"
"year2000",68,"male","white","W","lower 1/3","yes",1,"HS or less"
"year2000",26,"female","other","NE","lower 1/3","no",1,"College"
"year2000",73,"male","white","W","lower 1/3","no",1,"HS or less"
"year2000",46,"female","white","W","middle 1/3","no",0,"College"
"year2000",24,"male","white","NC","lower 1/3","no",0,"College"
"year2000",54,"male","white","NE","upper 1/3","no",1,"HS or less"
"year2000",41,"female","white","NE","lower 1/3","yes",0,"College"
"year2000",22,"female","other","NE","lower 1/3","no",1,"College"
"year2000",49,"male","white","NC","upper 1/3","no",0,"College"
"year2000",41,"male","white","S","middle 1/3","no",1,"College"
"year2000",36,"female","white","NC","upper 1/3","yes",1,"College"
"year2000",31,"male","white","NC","middle 1/3","no",0,"HS or less"
"year2000",50,"male","other","NC","middle 1/3","yes",1,"HS or less"
"year2000",54,"female","black","NC","lower 1/3","no",1,"HS or less"
"year2000",24,"male","black","S","upper 1/3","yes",0,"HS or less"
"year2000",19,"male","black","NC","middle 1/3","yes",1,"HS or less"
"year2000",38,"male","white","S","upper 1/3","no",0,"College"
"year2000",82,"male","white","W","lower 1/3","no",0,"HS or less"
"year2000",24,"female","white","S","lower 1/3","no",0,"College"
"year2000",26,"male","white","S","lower 1/3","no",0,"College"
"year2000",64,"female","white","W","lower 1/3","no",1,"College"
"year2000",57,"female","white","NC","middle 1/3","no",1,"College"
"year2000",42,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",41,"female","white","NC","lower 1/3","no",0,"College"
"year2000",47,"female","white","NE","lower 1/3","no",1,"College"
"year2000",49,"female","black","NC","lower 1/3","no",1,"College"
"year2000",33,"female","white","W","lower 1/3","no",1,"HS or less"
"year2000",27,"male","other","W","lower 1/3","no",1,"College"
"year2000",48,"male","white","NE","upper 1/3","yes",1,"College"
"year2000",58,"male","white","S","upper 1/3","no",0,"College"
"year2000",37,"male","other","S","upper 1/3","no",0,"College"
"year2000",53,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",42,"female","white","NE","middle 1/3","no",0,"College"
"year2000",28,"male","white","NE","lower 1/3","no",1,"HS or less"
"year2000",47,"male","white","W","upper 1/3","yes",1,"College"
"year2000",37,"female","white","NC","lower 1/3","no",0,"College"
"year2000",51,"female","white","NC","upper 1/3","yes",1,"HS or less"
"year2000",58,"female","white","NC","lower 1/3","no",0,"HS or less"
"year2000",40,"female","white","S","upper 1/3","no",0,"College"
"year2000",79,"male","white","S","middle 1/3","no",0,"College"
"year2000",50,"female","white","NC","middle 1/3","no",1,"College"
"year2000",39,"male","white","NC","middle 1/3","no",1,"College"
"year2000",36,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",36,"female","white","NC","upper 1/3","no",0,"College"
"year2000",19,"male","white","NC","middle 1/3","no",1,"HS or less"
"year2000",52,"male","white","W","upper 1/3","yes",0,"College"
"year2000",73,"male","white","NE","lower 1/3","no",0,"HS or less"
"year2000",43,"female","white","NE","upper 1/3","yes",1,"College"
"year2000",48,"female","other","NE","upper 1/3","no",1,"College"
"year2000",78,"female","white","NE","upper 1/3","no",1,"College"
"year2000",36,"male","white","NE","upper 1/3","no",1,"College"
"year2000",73,"female","white","NE","lower 1/3","no",0,"HS or less"
"year2000",36,"female","white","NE","middle 1/3","no",1,"HS or less"
"year2000",35,"female","white","NC","upper 1/3","no",0,"College"
"year2000",42,"female","white","S","middle 1/3","no",0,"College"
"year2000",80,"male","white","NE","lower 1/3","yes",1,"College"
"year2000",48,"female","white","NC","upper 1/3","no",0,"HS or less"
"year2000",53,"female","white","NC","upper 1/3","no",1,"College"
"year2000",74,"male","white","NC","lower 1/3","no",1,"HS or less"
"year2000",33,"female","white","S","middle 1/3","no",0,"HS or less"
"year2000",48,"female","white","S","middle 1/3","yes",0,"HS or less"
"year2000",30,"male","white","S","upper 1/3","no",0,"College"
"year2000",27,"male","white","W","middle 1/3","yes",0,"College"
"year2000",46,"male","white","NC","upper 1/3","yes",1,"College"
"year2000",42,"female","white","NC","upper 1/3","no",0,"College"
"year2000",39,"male","black","S","middle 1/3","no",1,"College"
"year2000",34,"male","black","S","middle 1/3","no",1,"HS or less"
"year2000",70,"female","white","S","lower 1/3","no",0,"HS or less"
"year2000",50,"male","white","S","middle 1/3","yes",0,"HS or less"
"year2000",29,"female","other","W","upper 1/3","no",0,"College"
"year2000",72,"female","white","W","lower 1/3","no",0,"College"
"year2000",45,"male","black","S","upper 1/3","yes",1,"College"
"year2000",38,"male","black","NC","middle 1/3","no",1,"HS or less"
"year2000",22,"male","white","NE","lower 1/3","no",1,"College"
"year2000",27,"male","black","S","middle 1/3","no",1,"College"
"year2000",58,"female","white","NC","middle 1/3","no",0,"College"
"year2000",31,"male","white","NE","upper 1/3","yes",0,"College"
"year2000",37,"male","other","S","lower 1/3","no",0,"HS or less"
"year2000",35,"female","white","NC","middle 1/3","no",1,"College"
"year2000",37,"male","white","NC","upper 1/3","yes",0,"HS or less"
"year2000",31,"female","white","NE","lower 1/3","no",1,"College"
"year2000",47,"female","black","S","middle 1/3","yes",1,"College"
"year2000",33,"male","white","NE","upper 1/3","no",1,"College"
"year2000",42,"female","white","NE","middle 1/3","no",0,"College"
"year2000",50,"female","white","NE","upper 1/3","no",0,"College"
"year2000",52,"male","black","S","middle 1/3","yes",1,"HS or less"
"year2000",31,"female","white","S","lower 1/3","no",0,"College"
"year2000",47,"male","white","S","upper 1/3","no",0,"College"
"year2000",95,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",35,"male","white","NC","upper 1/3","no",0,"College"
"year2000",27,"male","white","S","middle 1/3","no",0,"College"
"year2000",45,"male","black","S","upper 1/3","no",0,"HS or less"
"year2000",43,"female","white","NE","middle 1/3","no",0,"HS or less"
"year2000",50,"female","white","S","upper 1/3","yes",1,"College"
"year2000",18,"female","black","NC","middle 1/3","no",1,"HS or less"
"year2000",44,"male","white","NC","middle 1/3","no",1,"College"
"year2000",53,"male","white","NC","upper 1/3","yes",1,"College"
"year2000",40,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",53,"female","white","S","middle 1/3","no",0,"College"
"year2000",38,"male","white","S","middle 1/3","no",0,"HS or less"
"year2000",71,"female","white","S","lower 1/3","no",0,"College"
"year2000",30,"female","white","S","lower 1/3","no",0,"College"
"year2000",48,"male","white","NC","upper 1/3","no",1,"College"
"year2000",40,"male","white","NC","middle 1/3","no",0,"College"
"year2000",73,"male","white","NC","middle 1/3","yes",1,"HS or less"
"year2000",86,"female","white","NC","middle 1/3","no",0,"College"
"year2000",34,"male","other","NC","middle 1/3","yes",1,"HS or less"
"year2000",41,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",46,"female","white","W","lower 1/3","no",1,"College"
"year2000",92,"male","white","W","lower 1/3","no",1,"HS or less"
"year2000",42,"male","white","NC","lower 1/3","no",0,"College"
"year2000",57,"female","white","W","upper 1/3","no",0,"College"
"year2000",24,"female","white","NC","lower 1/3","no",0,"College"
"year2000",51,"male","white","NC","lower 1/3","no",1,"HS or less"
"year2000",59,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",44,"female","white","NC","lower 1/3","yes",1,"HS or less"
"year2000",53,"female","white","S","middle 1/3","no",1,"College"
"year2000",38,"male","black","S","upper 1/3","no",1,"College"
"year2000",76,"male","white","W","upper 1/3","no",0,"College"
"year2000",49,"female","black","S","middle 1/3","no",1,"College"
"year2000",25,"female","white","NC","lower 1/3","no",1,"College"
"year2000",58,"male","white","S","lower 1/3","yes",1,"HS or less"
"year2000",56,"male","white","S","lower 1/3","no",1,"College"
"year2000",46,"female","white","NC","upper 1/3","no",0,"College"
"year2000",33,"male","white","W","middle 1/3","yes",0,"College"
"year2000",50,"male","white","S","upper 1/3","no",1,"College"
"year2000",28,"male","white","NE","middle 1/3","no",0,"College"
"year2000",21,"male","white","W","upper 1/3","no",1,"College"
"year2000",45,"male","other","NC","upper 1/3","no",0,"College"
"year2000",25,"female","other","W","middle 1/3","no",0,"HS or less"
"year2000",22,"male","other","NC","middle 1/3","no",0,"HS or less"
"year2000",81,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",18,"female","other","W","middle 1/3","no",1,"HS or less"
"year2000",53,"female","black","NC","middle 1/3","no",1,"College"
"year2000",45,"male","white","S","lower 1/3","no",0,"HS or less"
"year2000",56,"male","white","W","lower 1/3","no",0,"HS or less"
"year2000",39,"female","white","S","lower 1/3","no",1,"College"
"year2000",22,"female","black","S","upper 1/3","no",1,"College"
"year2000",56,"male","black","NC","middle 1/3","no",1,"College"
"year2000",69,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",20,"male","white","NC","middle 1/3","no",1,"College"
"year2000",21,"female","white","NE","upper 1/3","yes",1,"College"
"year2000",63,"male","other","S","middle 1/3","no",0,"HS or less"
"year2000",37,"female","white","S","middle 1/3","no",0,"College"
"year2000",39,"female","white","S","lower 1/3","no",1,"College"
"year2000",41,"male","white","S","middle 1/3","no",0,"HS or less"
"year2000",73,"male","white","S","upper 1/3","no",0,"College"
"year2000",82,"female","white","S","upper 1/3","no",0,"College"
"year2000",47,"male","white","S","upper 1/3","yes",0,"College"
"year2000",58,"female","white","S","middle 1/3","no",0,"HS or less"
"year2000",27,"female","white","S","upper 1/3","no",1,"College"
"year2000",66,"female","white","S","middle 1/3","no",0,"HS or less"
"year2000",21,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",39,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",87,"female","white","S","lower 1/3","no",1,"College"
"year2000",57,"female","white","S","upper 1/3","no",0,"HS or less"
"year2000",33,"female","black","S","lower 1/3","no",0,"HS or less"
"year2000",30,"male","black","S","middle 1/3","yes",1,"College"
"year2000",65,"male","white","NE","upper 1/3","no",1,"College"
"year2000",66,"male","white","NC","lower 1/3","yes",1,"HS or less"
"year2000",38,"female","white","W","lower 1/3","yes",0,"College"
"year2000",35,"female","white","W","upper 1/3","no",1,"College"
"year2000",50,"female","white","S","upper 1/3","no",0,"HS or less"
"year2000",35,"female","white","S","middle 1/3","no",1,"HS or less"
"year2000",39,"female","other","S","upper 1/3","no",0,"College"
"year2000",55,"male","white","S","lower 1/3","no",0,"HS or less"
"year2000",63,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",73,"male","black","S","lower 1/3","no",0,"HS or less"
"year2000",73,"female","white","S","lower 1/3","no",0,"HS or less"
"year2000",91,"female","white","S","lower 1/3","no",0,"HS or less"
"year2000",52,"female","white","NC","upper 1/3","yes",0,"College"
"year2000",28,"female","black","NE","lower 1/3","no",1,"College"
"year2000",54,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",33,"male","white","S","upper 1/3","no",0,"College"
"year2000",58,"male","white","NC","middle 1/3","no",0,"College"
"year2000",32,"male","white","NC","upper 1/3","no",0,"College"
"year2000",40,"female","white","NC","middle 1/3","no",1,"College"
"year2000",38,"male","white","S","upper 1/3","no",0,"College"
"year2000",41,"female","black","S","middle 1/3","no",0,"College"
"year2000",32,"female","white","NC","middle 1/3","no",1,"College"
"year2000",43,"female","white","S","middle 1/3","no",1,"College"
"year2000",58,"male","white","NC","middle 1/3","no",0,"College"
"year2000",69,"male","white","S","middle 1/3","no",0,"College"
"year2000",70,"male","white","S","lower 1/3","no",1,"HS or less"
"year2000",38,"female","white","S","middle 1/3","no",1,"HS or less"
"year2000",35,"female","black","NC","middle 1/3","no",1,"HS or less"
"year2000",33,"male","white","NE","upper 1/3","no",0,"College"
"year2000",51,"male","white","NC","upper 1/3","no",0,"College"
"year2000",32,"male","white","W","middle 1/3","no",0,"College"
"year2000",38,"female","other","S","upper 1/3","yes",0,"College"
"year2000",27,"female","other","S","lower 1/3","no",1,"College"
"year2000",38,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",24,"male","white","NC","upper 1/3","no",0,"College"
"year2000",27,"female","black","S","lower 1/3","no",1,"College"
"year2000",48,"male","white","W","middle 1/3","no",0,"HS or less"
"year2000",26,"female","white","W","upper 1/3","yes",1,"College"
"year2000",30,"female","white","W","upper 1/3","yes",1,"College"
"year2000",40,"male","black","S","lower 1/3","no",0,"College"
"year2000",38,"female","black","NE","lower 1/3","no",0,"HS or less"
"year2000",50,"female","white","W","upper 1/3","no",1,"College"
"year2000",20,"male","other","W","lower 1/3","no",1,"HS or less"
"year2000",73,"male","white","W","upper 1/3","no",1,"College"
"year2000",41,"male","white","W","upper 1/3","no",0,"College"
"year2000",54,"male","other","W","upper 1/3","no",0,"College"
"year2000",39,"female","other","NC","middle 1/3","no",1,"College"
"year2000",46,"female","white","W","middle 1/3","no",0,"College"
"year2000",37,"female","other","W","upper 1/3","no",1,"College"
"year2000",42,"male","other","NE","middle 1/3","no",0,"College"
"year2000",40,"male","black","NE","upper 1/3","no",1,"College"
"year2000",54,"female","white","S","upper 1/3","no",0,"College"
"year2000",39,"male","white","W","lower 1/3","no",1,"College"
"year2000",37,"male","other","W","upper 1/3","no",1,"College"
"year2000",63,"male","white","W","lower 1/3","no",0,"College"
"year2000",78,"male","white","W","middle 1/3","no",0,"College"
"year2000",24,"male","white","W","upper 1/3","no",1,"College"
"year2000",33,"male","white","W","middle 1/3","no",1,"HS or less"
"year2000",21,"female","other","W","lower 1/3","no",1,"HS or less"
"year2000",22,"female","black","W","lower 1/3","no",0,"HS or less"
"year2000",35,"female","other","W","lower 1/3","no",1,"College"
"year2000",30,"female","black","W","lower 1/3","no",1,"College"
"year2000",61,"female","white","NE","upper 1/3","yes",1,"College"
"year2000",23,"male","black","W","lower 1/3","no",1,"HS or less"
"year2000",48,"female","white","W","upper 1/3","yes",0,"College"
"year2000",57,"female","white","W","middle 1/3","no",0,"College"
"year2000",80,"male","white","W","middle 1/3","no",1,"College"
"year2000",20,"male","white","W","lower 1/3","no",0,"College"
"year2000",36,"male","white","W","middle 1/3","no",1,"College"
"year2000",72,"female","white","W","lower 1/3","no",1,"College"
"year2000",45,"male","white","S","upper 1/3","no",0,"College"
"year2000",50,"female","other","S","upper 1/3","no",1,"College"
"year2000",65,"female","white","S","lower 1/3","no",1,"College"
"year2000",50,"male","other","S","upper 1/3","no",0,"College"
"year2000",57,"female","white","NE","lower 1/3","no",0,"HS or less"
"year2000",42,"female","black","NE","lower 1/3","no",1,"College"
"year2000",32,"male","white","NE","upper 1/3","no",0,"College"
"year2000",31,"female","white","NE","upper 1/3","yes",1,"College"
"year2000",73,"female","white","NE","lower 1/3","no",0,"HS or less"
"year2000",44,"female","white","W","lower 1/3","no",0,"HS or less"
"year2000",37,"female","white","NE","upper 1/3","no",0,"College"
"year2000",46,"female","other","W","upper 1/3","no",1,"College"
"year2000",30,"male","other","NE","middle 1/3","no",1,"College"
"year2000",56,"male","white","W","upper 1/3","yes",1,"College"
"year2000",34,"female","white","W","upper 1/3","no",0,"College"
"year2000",75,"female","white","NE","lower 1/3","no",1,"College"
"year2000",62,"male","white","S","middle 1/3","no",0,"College"
"year2000",33,"male","white","S","middle 1/3","no",0,"College"
"year2000",61,"male","white","S","lower 1/3","no",0,"HS or less"
"year2000",41,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",27,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",64,"female","other","S","upper 1/3","no",1,"College"
"year2000",68,"male","white","S","upper 1/3","no",0,"HS or less"
"year2000",35,"female","black","S","middle 1/3","no",1,"College"
"year2000",60,"male","other","S","lower 1/3","no",1,"HS or less"
"year2000",28,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",50,"male","white","NC","lower 1/3","no",1,"HS or less"
"year2000",44,"female","black","NE","upper 1/3","no",1,"College"
"year2000",56,"female","white","NE","middle 1/3","no",1,"College"
"year2000",52,"female","other","NE","lower 1/3","no",1,"College"
"year2000",71,"male","white","NE","lower 1/3","no",0,"HS or less"
"year2000",40,"female","white","NE","lower 1/3","no",1,"College"
"year2000",37,"male","white","S","upper 1/3","no",0,"College"
"year2000",55,"male","white","NE","upper 1/3","no",1,"College"
"year2000",73,"female","white","S","lower 1/3","no",0,"HS or less"
"year2000",39,"female","black","S","lower 1/3","no",1,"College"
"year2000",43,"male","white","W","upper 1/3","no",1,"College"
"year2000",21,"male","other","W","lower 1/3","no",1,"College"
"year2000",53,"female","white","S","upper 1/3","no",0,"College"
"year2000",39,"male","white","W","lower 1/3","no",1,"College"
"year2000",50,"male","white","NE","upper 1/3","no",1,"College"
"year2000",51,"female","white","NE","upper 1/3","no",1,"College"
"year2000",48,"female","white","NE","upper 1/3","no",1,"College"
"year2000",30,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",49,"male","black","W","middle 1/3","yes",1,"College"
"year2000",19,"female","black","S","lower 1/3","no",1,"College"
"year2000",40,"male","white","NC","upper 1/3","yes",1,"HS or less"
"year2000",36,"female","white","W","upper 1/3","no",1,"College"
"year2000",22,"female","white","NC","lower 1/3","no",0,"College"
"year2000",50,"male","other","W","middle 1/3","no",0,"College"
"year2000",20,"female","black","S","upper 1/3","no",1,"College"
"year2000",53,"male","white","S","upper 1/3","no",0,"College"
"year2000",78,"female","white","NC","lower 1/3","no",1,"College"
"year2000",68,"female","white","W","middle 1/3","yes",1,"College"
"year2000",23,"female","black","NC","lower 1/3","no",1,"College"
"year2000",35,"female","white","NE","middle 1/3","no",0,"College"
"year2000",46,"female","white","NC","middle 1/3","no",1,"HS or less"
"year2000",37,"male","black","NC","lower 1/3","no",1,"College"
"year2000",54,"male","white","NC","middle 1/3","yes",1,"College"
"year2000",56,"male","white","S","upper 1/3","no",1,"College"
"year2000",57,"female","white","NC","lower 1/3","no",0,"HS or less"
"year2000",35,"female","white","S","middle 1/3","no",0,"College"
"year2000",55,"male","white","S","middle 1/3","no",0,"College"
"year2000",23,"male","black","NE","middle 1/3","no",1,"HS or less"
"year2000",34,"female","black","S","upper 1/3","no",1,"College"
"year2000",42,"male","white","NE","upper 1/3","no",1,"College"
"year2000",55,"female","white","NE","upper 1/3","yes",0,"College"
"year2000",54,"female","white","S","middle 1/3","no",1,"College"
"year2000",63,"male","white","S","upper 1/3","no",1,"College"
"year2000",69,"female","white","S","middle 1/3","no",1,"College"
"year2000",63,"female","white","S","upper 1/3","no",1,"College"
"year2000",47,"male","white","S","middle 1/3","yes",1,"College"
"year2000",29,"female","white","W","lower 1/3","no",1,"College"
"year2000",25,"female","white","NC","lower 1/3","yes",1,"College"
"year2000",54,"male","white","NC","upper 1/3","yes",0,"College"
"year2000",27,"female","other","NE","middle 1/3","no",1,"College"
"year2000",20,"female","white","S","middle 1/3","no",0,"College"
"year2000",48,"male","white","S","middle 1/3","no",0,"HS or less"
"year2000",40,"male","other","S","upper 1/3","no",0,"College"
"year2000",22,"female","other","NE","lower 1/3","no",1,"College"
"year2000",20,"female","white","S","upper 1/3","no",1,"HS or less"
"year2000",48,"male","white","NE","lower 1/3","no",1,"College"
"year2000",34,"male","white","NE","middle 1/3","no",1,"College"
"year2000",55,"male","black","W","lower 1/3","no",1,"College"
"year2000",48,"male","white","W","upper 1/3","yes",0,"College"
"year2000",58,"male","white","W","middle 1/3","yes",0,"HS or less"
"year2000",50,"male","white","NE","upper 1/3","no",0,"College"
"year2000",36,"male","white","NC","upper 1/3","no",0,"College"
"year2000",49,"male","white","NC","upper 1/3","no",0,"College"
"year2000",56,"female","white","W","upper 1/3","no",1,"HS or less"
"year2000",64,"female","white","W","lower 1/3","no",1,"HS or less"
"year2000",90,"female","white","S","lower 1/3","no",0,"College"
"year2000",32,"female","other","S","middle 1/3","no",0,"College"
"year2000",53,"female","other","S","upper 1/3","no",1,"College"
"year2000",35,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",73,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",60,"male","white","S","lower 1/3","no",1,"College"
"year2000",37,"female","white","NC","upper 1/3","no",0,"HS or less"
"year2000",39,"male","white","S","middle 1/3","no",1,"College"
"year2000",42,"male","white","W","upper 1/3","no",0,"College"
"year2000",60,"female","white","NE","lower 1/3","no",0,"HS or less"
"year2000",71,"male","white","W","lower 1/3","no",1,"HS or less"
"year2000",38,"male","white","S","upper 1/3","no",0,"College"
"year2000",42,"female","white","S","upper 1/3","no",0,"College"
"year2000",33,"female","black","NE","middle 1/3","no",1,"College"
"year2000",47,"female","black","S","middle 1/3","yes",1,"College"
"year2000",33,"female","other","S","upper 1/3","no",0,"College"
"year2000",83,"male","white","NE","lower 1/3","no",0,"HS or less"
"year2000",36,"female","other","NE","lower 1/3","no",1,"HS or less"
"year2000",38,"female","white","S","lower 1/3","no",0,"College"
"year2000",41,"female","white","S","middle 1/3","no",0,"College"
"year2000",45,"female","other","S","middle 1/3","no",1,"College"
"year2000",63,"female","black","S","lower 1/3","no",1,"College"
"year2000",57,"male","white","W","upper 1/3","no",1,"College"
"year2000",69,"male","white","S","lower 1/3","no",1,"HS or less"
"year2000",39,"male","other","S","lower 1/3","no",0,"HS or less"
"year2000",27,"male","white","S","middle 1/3","no",0,"College"
"year2000",60,"female","white","W","lower 1/3","no",1,"HS or less"
"year2000",65,"male","white","S","lower 1/3","no",1,"College"
"year2000",38,"male","other","S","lower 1/3","no",0,"HS or less"
"year2000",55,"male","white","W","upper 1/3","yes",0,"College"
"year2000",43,"female","white","NC","lower 1/3","no",1,"College"
"year2000",61,"male","white","NE","upper 1/3","no",1,"HS or less"
"year2000",59,"female","white","S","middle 1/3","no",0,"HS or less"
"year2000",57,"male","white","S","lower 1/3","no",0,"HS or less"
"year2000",56,"female","other","W","lower 1/3","no",0,"HS or less"
"year2000",28,"male","white","S","middle 1/3","no",1,"College"
"year2000",53,"female","white","S","upper 1/3","no",1,"College"
"year2000",29,"male","other","W","middle 1/3","yes",1,"College"
"year2000",37,"male","white","W","upper 1/3","no",1,"College"
"year2000",44,"male","white","W","middle 1/3","no",0,"College"
"year2000",58,"female","other","W","lower 1/3","no",1,"HS or less"
"year2000",49,"female","white","W","upper 1/3","yes",1,"HS or less"
"year2000",32,"male","white","NE","upper 1/3","no",0,"College"
"year2000",68,"male","white","NE","lower 1/3","no",1,"HS or less"
"year2000",39,"female","white","NE","upper 1/3","yes",0,"College"
"year2000",41,"female","black","NE","middle 1/3","no",1,"College"
"year2000",40,"male","white","NE","middle 1/3","no",1,"HS or less"
"year2000",76,"female","white","NE","middle 1/3","no",1,"College"
"year2000",44,"female","other","NE","middle 1/3","no",1,"College"
"year2000",49,"male","white","NE","upper 1/3","yes",0,"College"
"year2000",68,"male","white","NC","middle 1/3","no",1,"HS or less"
"year2000",31,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",68,"male","white","NE","upper 1/3","no",0,"College"
"year2000",60,"male","white","S","lower 1/3","no",0,"College"
"year2000",32,"male","black","W","upper 1/3","no",1,"College"
"year2000",32,"female","white","W","upper 1/3","no",0,"College"
"year2000",23,"male","other","S","lower 1/3","no",0,"College"
"year2000",32,"male","white","W","upper 1/3","no",0,"HS or less"
"year2000",25,"female","white","NE","lower 1/3","no",0,"College"
"year2000",75,"female","white","S","lower 1/3","no",0,"College"
"year2000",44,"female","white","NC","middle 1/3","no",1,"College"
"year2000",30,"female","white","S","upper 1/3","no",0,"College"
"year2000",49,"female","white","NC","upper 1/3","yes",1,"College"
"year2000",29,"male","white","NC","middle 1/3","no",1,"College"
"year2000",55,"female","white","NC","upper 1/3","yes",1,"HS or less"
"year2000",55,"female","black","NC","lower 1/3","no",1,"HS or less"
"year2000",42,"female","white","NE","upper 1/3","no",1,"HS or less"
"year2000",45,"male","other","NE","upper 1/3","no",1,"College"
"year2000",28,"male","white","S","upper 1/3","no",0,"HS or less"
"year2000",39,"male","white","S","upper 1/3","no",1,"College"
"year2000",39,"male","white","S","upper 1/3","no",0,"College"
"year2000",33,"female","white","S","lower 1/3","no",0,"College"
"year2000",72,"female","white","S","lower 1/3","no",0,"College"
"year2000",22,"male","white","S","upper 1/3","yes",1,"HS or less"
"year2000",34,"male","white","S","upper 1/3","no",0,"HS or less"
"year2000",34,"male","white","S","middle 1/3","no",1,"HS or less"
"year2000",32,"male","white","S","lower 1/3","no",0,"College"
"year2000",42,"male","white","S","upper 1/3","no",0,"HS or less"
"year2000",39,"male","white","NC","upper 1/3","no",0,"College"
"year2000",74,"female","white","NE","lower 1/3","no",0,"HS or less"
"year2000",36,"male","white","W","middle 1/3","yes",1,"College"
"year2000",36,"male","black","S","upper 1/3","no",1,"College"
"year2000",42,"male","white","W","upper 1/3","no",1,"HS or less"
"year2000",56,"female","white","NC","middle 1/3","no",0,"College"
"year2000",28,"female","other","S","upper 1/3","no",1,"College"
"year2000",41,"female","white","NC","lower 1/3","no",0,"College"
"year2000",38,"male","white","NC","lower 1/3","no",1,"College"
"year2000",57,"male","white","S","upper 1/3","no",0,"College"
"year2000",44,"male","white","W","middle 1/3","no",0,"College"
"year2000",88,"female","white","NE","lower 1/3","no",1,"College"
"year2000",28,"female","other","NE","lower 1/3","yes",1,"HS or less"
"year2000",28,"female","white","S","lower 1/3","no",0,"College"
"year2000",36,"female","white","NE","lower 1/3","no",1,"College"
"year2000",70,"female","white","NE","lower 1/3","no",0,"College"
"year2000",47,"female","white","NE","middle 1/3","no",0,"College"
"year2000",37,"female","white","S","upper 1/3","no",1,"College"
"year2000",38,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",36,"male","white","NC","middle 1/3","no",0,"College"
"year2000",48,"male","other","NC","middle 1/3","no",0,"College"
"year2000",51,"female","white","NC","middle 1/3","no",0,"HS or less"
"year2000",52,"female","white","NC","lower 1/3","yes",1,"HS or less"
"year2000",23,"male","white","NC","upper 1/3","yes",1,"College"
"year2000",36,"female","white","NC","middle 1/3","no",1,"College"
"year2000",73,"female","white","S","lower 1/3","no",1,"HS or less"
